#Gaia EDR3 BP band
#From: https://www.cosmos.esa.int/web/gaia/edr3-passbands on 2021-04-09
# lambda         trans           trans-uncertainty
0.673   0.0144478 4.80678e-07
0.674   0.00896278 3.06007e-07
0.675   0.00553792 1.96132e-07
0.676   0.0034856 1.2925e-07
0.677   0.00230467 9.01495e-08
0.678   0.00164647 6.83209e-08
0.679   0.00128687 5.68687e-08
0.68   0.00108945 5.1397e-08
0.681   0.00097712 4.92733e-08
0.682   0.000907045 4.89068e-08
0.683   0.000857714 4.94326e-08
0.684   0.000818043 5.03529e-08
0.685   0.00078321 5.14291e-08
0.686   0.000659286 4.61214e-08
0.687   0.000565675 4.2097e-08
0.688   0.000505722 3.99742e-08
0.689   0.00046457 3.89425e-08
0.69   0.000425888 3.78002e-08
0.691   0.000385956 3.62156e-08
0.692   0.000346932 3.43646e-08
0.693   0.000289499 3.0227e-08
0.694   0.000226139 2.48542e-08
0.695   0.000169805 1.96187e-08
0.696   0.000117022 1.41947e-08
0.697   8.13828e-05 1.03515e-08
0.698   5.91737e-05 7.88315e-09
0.699   4.20637e-05 5.86267e-09
0.7   3.02747e-05 4.40983e-09
0.701   2.33407e-05 3.54953e-09
0.702   1.78793e-05 2.83596e-09
0.703   1.44855e-05 2.39427e-09
0.704   1.24192e-05 2.13718e-09
0.705   9.10077e-06 1.62917e-09
0.706   7.666e-06 1.42642e-09
0.707   7.86204e-06 1.51938e-09
0.708   6.24483e-06 1.25252e-09
0.709   6.12226e-06 1.27351e-09
0.71   6.36013e-06 1.37115e-09
0.711   6.20257e-06 1.38496e-09
0.712   5.81636e-06 1.34428e-09
0.713   5.5895e-06 1.33637e-09
0.714   5.27318e-06 1.30343e-09
0.715   4.31636e-06 1.10244e-09
0.716   4.11897e-06 1.08646e-09
0.717   3.37581e-06 9.19108e-10
0.718   2.63993e-06 7.41529e-10
0.719   2.00938e-06 5.8202e-10
0.72   1.4792e-06 4.41613e-10
0.721   1.33234e-06 4.09802e-10
0.722   1.20619e-06 3.82059e-10
0.723   9.34273e-07 3.04623e-10
0.724   7.92602e-07 2.65915e-10
0.725   6.35067e-07 2.19147e-10
0.726   5.09832e-07 1.80887e-10
0.727   3.58887e-07 1.30871e-10
0.728   2.93809e-07 1.10077e-10
0.729   3.93789e-07 1.51529e-10
0.73   1.89842e-07 7.50026e-11
0.731   2.39905e-07 9.72827e-11
0.732   1.44694e-07 6.02032e-11
0.733   1.93381e-07 8.25322e-11
0.734   1.40224e-07 6.13679e-11
0.735   1.74619e-07 7.8342e-11
0.736   1.21967e-08 5.60795e-12
0.737   1.03183e-07 4.86085e-11
0.738   1.10103e-07 5.3128e-11
0.739   6.31541e-08 3.12059e-11
0.74   1.18656e-08 6.00237e-12
0.741   9.60877e-08 4.97498e-11
0.742   1.48651e-08 7.87543e-12
0.743   3.4826e-08 1.88753e-11
0.744   5.13528e-08 2.84665e-11
0.745   1.90647e-07 1.08065e-10
0.746   1.24729e-07 7.22783e-11
0.747   6.04469e-08 3.5802e-11
0.748   4.56064e-08 2.76032e-11
0.749   7.30277e-08 4.51579e-11
0.75   3.24584e-08 2.05021e-11
0.751   0 0
0.752   0 0
0.753   0 0
0.754   0 0
0.755   0 0
0.756   0 0
0.757   0 0
0.758   0 0
0.759   0 0
0.76   0 0
0.761   0 0
0.762   0 0
0.763   0 0
0.764   0 0
0.765   0 0
0.766   0 0
0.767   0 0
0.768   0 0
0.769   0 0
0.77   0 0
0.771   0 0
0.772   0 0
0.773   0 0
0.774   0 0
0.775   0 0
0.776   0 0
0.777   0 0
0.778   0 0
0.779   0 0
0.78   0 0
0.781   0 0
0.782   0 0
0.783   0 0
0.784   0 0
0.785   0 0
0.786   0 0
0.787   0 0
0.788   0 0
0.789   0 0
0.79   0 0
0.791   0 0
0.792   0 0
0.793   0 0
0.794   0 0
0.795   0 0
0.796   0 0
0.797   0 0
0.798   0 0
0.799   0 0
0.8   0 0
0.801   0 0
0.802   0 0
0.803   0 0
0.804   0 0
0.805   0 0
0.806   0 0
0.807   0 0
0.808   0 0
0.809   0 0
0.81   0 0
0.811   0 0
0.812   0 0
0.813   0 0
0.814   0 0
0.815   0 0
0.816   0 0
0.817   0 0
0.818   0 0
0.819   0 0
0.82   0 0
0.821   0 0
0.822   0 0
0.823   0 0
0.824   0 0
0.825   0 0
0.826   0 0
0.827   0 0
0.828   0 0
0.829   0 0
0.83   0 0
0.831   0 0
0.832   0 0
0.833   0 0
0.834   0 0
0.835   0 0
0.836   0 0
0.837   0 0
0.838   0 0
0.839   0 0
0.84   0 0
0.841   0 0
0.842   0 0
0.843   0 0
0.844   0 0
0.845   0 0
0.846   0 0
0.847   0 0
0.848   0 0
0.849   0 0
0.85   0 0
